Node,x,y,ward,distance_from_0(in m),fill_ratio,fill_p_m,fill_ratio_0,distance_from_0,fill_per_m_0,fill_ratio_1,distance_from_44,fill_per_m_1,fill_ratio_2,distance_from_63,fill_per_m_2
Node 5,76.793134,30.688779,2,0.0207009256054403,0.15601864044243652,150.73590757838778,0.15601864044243652,0.0207009256054403,7.536795378919389,0.23583523274005497,0.0467481307282305,5.044805622519524,0.2806612707538585,0.0515158363419487,5.448058125095788
Node 16,76.795622,30.702081,2,0.0258247515322745,0.18340450985343382,142.0377730443787,0.18340450985343382,0.0258247515322745,7.101888652218935,0.26247765271387236,0.0299118470643116,8.775039941516667,0.26311332341614785,0.0351955088381509,7.475764155764689
Node 69,76.785668,30.69366,2,0.0376473232695783,0.07455064367977082,39.60475125731609,0.07455064367977082,0.0376473232695783,1.9802375628658044,0.10246098113968193,0.0471524584556639,2.17297219478011,0.14895487994107573,0.0507585762346253,2.934575612455126
Node 30,76.803452,30.69467,2,0.0183268948347002,0.046450412719997725,50.6909797201961,0.046450412719997725,0.0183268948347002,2.534548986009805,0.07541305551703932,0.0401920622865625,1.876317143901629,0.11449410853132838,0.0437498120066224,2.6170194403120504
Node 44,76.780358,30.723789,2,0.051459016170814,0.9093204020787821,353.41538557999917,0.0,0.051459016170814,0.0,0.0,0.0,,0.0,0.0194479257222674,0.0
Node 3,76.760852,30.696397,2,0.0562596996788315,0.7319939418114051,260.2196406984476,0.0,0.0562596996788315,0.0,0.0,0.0428656662089085,0.0,0.0,0.0499814470615001,0.0
Node 75,76.78033,30.715712,2,0.041874064621975,0.7068573438476171,337.611048857515,0.7068573438476171,0.041874064621975,16.88055244287575,0.0,0.0114827111914797,0.0,0.0,0.0184970929054603,0.0
Node 74,76.806329,30.744998,2,0.0776277693848905,0.8154614284548342,210.09528804354795,0.8154614284548342,0.0776277693848905,10.504764402177399,0.0,0.0378569053454414,0.0,0.0,0.0270897955872482,0.0
Node 51,76.774327,30.717517,2,0.0459580864821341,0.9695846277645586,421.94299283608257,0.9695846277645586,0.0459580864821341,21.09714964180413,0.0,0.0129905584916182,0.0,0.0,0.0254234655977188,0.0
Node 34,76.785976,30.742138,2,0.0772745825647118,0.9488855372533332,245.58800727489177,0.9488855372533332,0.0772745825647118,12.279400363744587,0.0,0.0294840875224715,0.0,0.0,0.0220398388992187,0.0
Node 63,76.794583,30.726623,2,0.0555126568966377,0.8287375091519293,298.5760565180675,0.8287375091519293,0.0555126568966377,14.928802825903373,0.0,0.0194479257222674,0.0,0.0,0.0,
Node 23,76.785765,30.711475,2,0.043116154490331,0.29214464853521815,135.51516919289867,0.0,0.043116154490331,0.0,0.0,0.0162946160720529,0.0,0.0,0.0231959107293052,0.0
